id,name,latitude,longitude,address,city,state,postcode,country,power_kw,connector_types,access_type,operator,network,status
118286,"Cornwall Road, Lambeth",51.50542,-0.11099,Cornwall Road,Lambeth,Greater London,SE1 9PU,,7.0,,Unknown,Unknown,Unknown,Unknown
205270,Adeline Place,51.51798,-0.130288,Adeline Place,London,England,WC1B 3AH,,22.0,,Unknown,Unknown,Unknown,Unknown
53025,Berkeley Square,51.509495,-0.144767,Berkeley Square,London,,W1J 6EG,,7.0,,Unknown,Unknown,Unknown,Unknown
173459,24 Little Russell Street,51.518054,-0.12494,24 Little Russell Street,London,,WC1A 2HS,,3.7,,Unknown,Unknown,Unknown,Unknown
125894,Berkeley Square,51.509472,-0.14487,Berkeley Square,Westminster,,W1J 6ES,,7.0,,Unknown,Unknown,Unknown,Unknown
5835,Holborn NCP Car Park,51.5181387,-0.1255737,Museum Street,Camden,London,WC1A 1JP,,3.0,,Unknown,Unknown,Unknown,Unknown
45049,5 Spenser Street,51.497912,-0.136349,5 Spenser Street,London,,SW1E 6AA,,3.0,,Unknown,Unknown,Unknown,Unknown
60268,Society of Motor Traders,51.496653,-0.13111,73 Great Peter Street,London,,SW1P 2BN,,7.0,,Unknown,Unknown,Unknown,Unknown
253851,2 Bury Place,51.518144,-0.12398,2 Bury Place,London,,WC1A 2JU,,3.7,,Unknown,Unknown,Unknown,Unknown
173531,14 St George Street,51.512844,-0.143349,14 St George Street,London,,W1S 1FH,,3.7,,Unknown,Unknown,Unknown,Unknown
252909,Great Peter Street,51.496731,-0.132808,Great Peter Street,London,,SW1P 2JX,,3.7,,Unknown,Unknown,Unknown,Unknown
173460,17 Southampton Place,51.517947,-0.121831,17 Southampton Place,London,,WC1A 2DB,,3.7,,Unknown,Unknown,Unknown,Unknown
52972,Berners Street,51.517235,-0.136815,16-18 Berners Street,London,,W1T 3LN,,7.0,,Unknown,Unknown,Unknown,Unknown
92443,Islamic Relief UK,51.500361,-0.113099,16 Lower Marsh,London,,SE1 7RJ,,7.0,,Unknown,Unknown,Unknown,Unknown
264631,Shell Recharge/Ubitricity,51.496,-0.13085,null,London,,SW1P 2BQ,,5.0,,Unknown,Unknown,Unknown,Unknown
253462,Shell Recharge/Ubitricity,51.508257,-0.146484,null,London,,W1J 5DJ,,5.0,,Unknown,Unknown,Unknown,Unknown
214237,Opp.,51.514586,-0.142564,Opp.,London,,W1B 2LY,,5.0,,Unknown,Unknown,Unknown,Unknown
253550,Opp.,51.511441,-0.145558,Opp.,London,,W1K 3QU,,5.0,,Unknown,Unknown,Unknown,Unknown
52918,NCP Carrington Street,51.506001,-0.146775,Mayfair,London,,W1J 7AF,,3.0,,Unknown,Unknown,Unknown,Unknown
268054,Grosvenor Street,51.512165,-0.145341,18 Grosvenor Street,City of Westminster,,W1K 4PZ,,22.0,,Unknown,Unknown,Unknown,Unknown
4443,Bloomsbury Square Car Park,51.5190133,-0.12224600000001828,Bloomsbury Square,London,,WC1A 2RJ,,0.0,,Unknown,Unknown,Unknown,Unknown
253070,14 Stafford Place,51.498965,-0.141783,14 Stafford Place,London,,SW1E 6NP,,3.7,,Unknown,Unknown,Unknown,Unknown
52817,NCP Berners Street,51.518002,-0.137539,45-47 Berners Street,London,,W1T 3NE,,4.0,,Unknown,Unknown,Unknown,Unknown
4427,Lincolns Inn,51.51643,-0.114483,Lincolns Inn Fields,London,,WC2A 3TL,,0.0,,Unknown,Unknown,Unknown,Unknown
253567,Shell Recharge/Ubitricity,51.511983,-0.146098,null,London,,W1K 4PS,,5.0,,Unknown,Unknown,Unknown,Unknown
4405,NCP Grosvenor Hill,51.510944,-0.146848,21 Grosvenor Hill,London,,W1K 3QQ,,3.0,,Unknown,Unknown,Unknown,Unknown
4404,NCP Grosvenor Hill,51.510944,-0.146848,21 Grosvenor Hill,London,,W1K 3QQ,,0.0,,Unknown,Unknown,Unknown,Unknown
252872,opp.,51.495919,-0.135237,opp.,London,,SW1P 1AB,,5.0,,Unknown,Unknown,Unknown,Unknown
95361,Palace Street,51.497297,-0.139462,Palace Street,London,,SW1E 5JL,,7.0,,Unknown,Unknown,Unknown,Unknown
252877,Shell Recharge/Ubitricity,51.496,-0.13586,null,London,,SW1P 1AB,,5.0,,Unknown,Unknown,Unknown,Unknown
85098,Zipcar Horseferry Road,51.4948439,-0.12867,Horseferry Road,London,,SW1P 3RE,,7.0,,Unknown,Unknown,Unknown,Unknown
253825,Newmans Row,51.5175,-0.115606,Newmans Row,Camden,,WC2A 3PD,,7.0,,Unknown,Unknown,Unknown,Unknown
56960,Horseferry Road,51.494767503224,-0.130060857177789,Horseferry Road,London,England,SW1P 4DR,,7.0,,Unknown,Unknown,Unknown,Unknown
147933,Department for Transport,51.494678,-0.129862,33 Horseferry Road,London,England,SW1P 4DR,,50.0,,Unknown,Unknown,Unknown,Unknown
4456,Charlotte Street,51.519293,-0.135446,40 Charlotte Street,London,,W1T 2NH,,7.0,,Unknown,Unknown,Unknown,Unknown
252820,"Regency Place, Belgravia",51.494868,-0.132312,"Regency Place, Belgravia, Westminster, SW1P 2DZ",Westminster,,SW1P 2DZ,,50.0,,Unknown,Unknown,Unknown,Unknown
136167,7 Francis Street,51.495977,-0.137269,7 Francis Street,Victoria Station,,SW1P 1QP,,7.0,,Unknown,Unknown,Unknown,Unknown
57552,"Store Street, London WC1",51.5201029380956,-0.131020545959473,8 Store Street,London,,W1B 1AD,,7.0,,Unknown,Unknown,Unknown,Unknown
167016,Carlisle Lane Parking/Charging,51.497106,-0.115396,"195 Carlisle Lane, Lambeth",London,England,SE17LH,,50.0,,Unknown,Unknown,Unknown,Unknown
252803,2 Dean Ryle Street,51.494536,-0.126872,2 Dean Ryle Street,London,,SW1P 4DA,,3.7,,Unknown,Unknown,Unknown,Unknown
252801,Shell Recharge/Ubitricity,51.494531,-0.126872,null,London,,SW1P 4DA,,5.0,,Unknown,Unknown,Unknown,Unknown
